 I think is the best TV series yet,10
 What is there to say that hasn't been said? Great Show!,10
 my life,8
 Let's see who we can kill off this week...,5
 An Authentic High Fantasy TV Series,8
" An Outstanding , Unique and Truly Magnificent Series",10
 9.5 for Game of Thrones? That can't be right...,8
" The Very Best, Complex Show I have Ever Seen!",10
 The Best of the Best,10
 Incredible show ... a little to fast paced though,9
 Walk of Punishment,9
" Fantastically alive adaptation - rich, violent and good",9
 A truly exhilarating cinematic experience,9
 Confusing but brilliant,9
 It takes time to release new chapters.,5
 The best show on television!,10
 Lord of the Rings meets Dynasty meets Dune meets Dallas,10
 No Need to Watch,1
 The best TV-show out there!,10
 I'm just saying...,1
 Extremely Good But Sensationalized,7
 The hype has been over done,4
 One of the best of adventure and medieval fiction.,9
 It's like crack on television,10
 Yet Another Moronic Mystic Show,1
 Here's why the HBO series is so true to the book:,10
 Riviting Show that keeps you guessing,10
" Truly ""EPIC""",10
 One of the Greats,10
 Game of Thrones Season 6,10
 This decade might be the renaissance of TV shows,10
 A must-watch series,9
" all fight for prestige, even when none is apparent",8
 great show,10
 Something for everyone.,10
" Great ending, leaving us wanting more!!!",9
" Good writing, good acting, sex, violence, war, back stabbing.",10
" Amazing sets, solid performances, difficult epic to follow but worth it!",8
 Looking forward to watching more episodes,10
" Very similar to book., book and the series, they are both excellent.",1
 Best TV series EVER.,10
 Ideal show vs can-improve-show,10
 Amazing Series!,10
 The game is on ... don't miss it!,10
" If you are a Indian, and want to witness epic's in one TV show it is game of thrones",10
 Better than the book,10
" The Story of ""A Song of Ice and Fire"" is not Being Told",10
 Definitely NOT The lord of the rings,6
 First season review.,8
 The most glorious TV series ever,10
 An excellent season 7 that had me hooked from minute one,10
 I love this show,10
 i like it,9
 One of the Best Shows ever,9
" Until World's End, Nothing Can Beat Game of Thrones !",10
 Greatness at its finest.,10
 Season 3,7
 Great Show,9
 The best thing I have ever seen in my freacking world I swear!!!,10
 Best Show Evers!,10
 Won't be enough to write a book on it !,10
 The best TV show right now,10
 Very interesting a deliver what people really want,10
 Worth a watch but sometimes gets boring sometimes.,7
 Love this Show,10
 Fantasy world unlike any world setting,9
 Mind blowing and best show on TV right now,8
 Best on TV,10
 This is more like it,10
 Dark And fantastic,9
 Simply Addictive and amazing must watch,10
 WOW!! Amazing show!,10
 from season 6 so much feminism,3
 Not that perfect,6
 Destined to be one of television's legendary greats,10
 Number 1 TV series of this century 😍,10
 Breaking Bad's successor is here !!!,10
 Simply great for the most part but can be tiring and confusing,7
 2nd season was disappointing,7
 Why these additional SCENES?,7
 Broad Beginning,7
 Why offend Islam?,7
 No happy ending,9
 Looks like Mexican soap(TV series),7
 Must watch.,9
 Great show,9
 GOT is a love,10
 excellent Norse to English adaptation,7
" Good on the whole but some scale changes, plot differences from book.",8
 One of the best but not even close to the original books,10
 amazing medieval fantasy and well written and directed.......HBO is great,10
 This is not lord of the rings,7
 There are now too many plans of action,9
 An absolutely addictive show!,9
 Game of Thrones,7
 Best TV show Ever,10
 A masterpiece,9
 GoT is a long-term love,10
 The Greatest TV Series Of All Time !!!,10
 Can't get enough,10
 Breathtaking,10
" When you play a Game of Thrones, you lose or you die, there's no middle ground.",10
 Truly addictive,10
 freakn' awesome,10
" Incredible, great show, but sometimes a little bit too bloody",8
" The season start with its epic, sprawling, bloody glory & satisfying climax",9
 Get ready for awesomeness overload!,10
" Beautiful design, but...",7
" Had originally gave it a 5 rating, but it does get much better.",10
" ""A Song of Ice and Fire"" for dummies",3
 A show which continues to impress me with every episode,10
 Game of thrones season 7 review: Epic Season with some disappointment,10
" exceptional first 4 season, season 5 and 6 lost track",8
 Bring in a new Interesting face - Tino Struckmann,10
 Possibly the best show ever made,10
 nais,10
" A show MUST to be watched, but be warned, adult contents are there in it.",9
 Simply epic! Mastery of Excellence.,10
 This show will go down in history as the best,10
 Everything you could ask for,10
 Everything but the kitchen sink,6
 too much special effects,6
 Picture Perfect,10
 My favourite series ever!,10
 Fiction Historical appears like it happening,10
 Drama of the Century,10
 Best TV Show that's still on!,10
 Nothing compared to the books.,1
 Season 7 Episode 5: 'Eastwatch',8
 The game is on...,8
 Silly Fantasy == Great Fun,10
 Excellent adaptation.,10
 i really didn't expect something so strong,10
 a question about the book?,10
 season 2 episode 7,20
 Great Series,10
 Best show on TV ever,10
" Amazing, but don't justify 7 years of production",9
 Rousing entertainment for our baser natures,8
 Missing some key scenes..,8
 great drama for thrones,9
 Depravity and debauchery par excellence,5
 Inclusive of all cultures of the world,5
 This review was deleted but I am not sure why.,8
 This is a great fantasy,7
 Season 1,9
 The Best,10
 BEST SHOW EVER,10
 love,10
 Love it,10
 So amazing,10
 Best,10
 Amazing,10
 Got,9
9.7,10
 great season,9
 I never watch something like this,10
 Everyone dies but it still amazin,10
 Excellent Tv show,10
" Nothing more to add, that hasn't been already!",10
" A blend of fantasy, entertainment and drama",10
 The Best,10
 A brilliant series,10
 Best Historic Show to watch on TV,9
 Unbelievable Jeff,10
 Spoilers,10
 Amazing,10
 Best show ever,10
 Best ever,10
 AMAZING!,10
 A song of ice and fire the current writer,9
 MATARAM O LOBO,10
" Thank you, GRRM, D&D and the cast&crew",10
 Fun and Brutal Show!,7
 They Killed the Show and now it sucks,3
 Good,10
 Game of Thrones is more than a series of Dragons as many people describe,9
 The Little Guy is Great,7
 Great episode,9
 Frequently asking questions & answers,9
 An event that extrapolates completely the television media.,9
" stories about the sides of light and dark sides of man's mind,",10
 the secret lies in its uniqueness,10
 Fantastic (but lacking if book fan),9
 extraordinary show,10
 Politics in Game of Thrones,10
 history lesson with brutal twist,9
 Las episode of season 5,8
 Bran Stark and dragons!!!,10
" Last Episode Season 4, 6/15/2014",10
 From storyline to production an amazing product (Season 1),10
